"GEO_ID","id"
"S1702_C02_031M","Margin of Error!!Percent below poverty level!!All families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C02_032E","Estimate!!Percent below poverty level!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C02_032M","Margin of Error!!Percent below poverty level!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C02_033E","Estimate!!Percent below poverty level!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C02_033M","Margin of Error!!Percent below poverty level!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C02_034E","Estimate!!Percent below poverty level!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C02_034M","Margin of Error!!Percent below poverty level!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C02_035E","Estimate!!Percent below poverty level!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C02_035M","Margin of Error!!Percent below poverty level!!All families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C02_036E","Estimate!!Percent below poverty level!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C02_036M","Margin of Error!!Percent below poverty level!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C02_037E","Estimate!!Percent below poverty level!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C02_037M","Margin of Error!!Percent below poverty level!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C02_038E","Estimate!!Percent below poverty level!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C02_038M","Margin of Error!!Percent below poverty level!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C02_039E","Estimate!!Percent below poverty level!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C02_039M","Margin of Error!!Percent below poverty level!!All families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C02_040E","Estimate!!Percent below poverty level!!All families!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C02_040M","Margin of Error!!Percent below poverty level!!All families!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C02_041E","Estimate!!Percent below poverty level!!All families!!Families!!TENURE!!Owner occupied"
"S1702_C02_041M","Margin of Error!!Percent below poverty level!!All families!!Families!!TENURE!!Owner occupied"
"S1702_C02_042E","Estimate!!Percent below poverty level!!All families!!Families!!TENURE!!Renter Occupied"
"S1702_C02_042M","Margin of Error!!Percent below poverty level!!All families!!Families!!TENURE!!Renter Occupied"
"S1702_C02_043E","Estimate!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C02_043M","Margin of Error!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C02_044E","Estimate!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C02_044M","Margin of Error!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C02_045E","Estimate!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C02_045M","Margin of Error!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C02_046E","Estimate!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C02_046M","Margin of Error!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C02_047E","Estimate!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C02_047M","Margin of Error!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C02_048E","Estimate!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C02_048M","Margin of Error!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C02_049E","Estimate!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C02_049M","Margin of Error!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C02_050E","Estimate!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C02_050M","Margin of Error!!Percent below poverty level!!All families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C03_001E","Estimate!!Total!!Married-couple families!!Families"
"S1702_C03_001M","Margin of Error!!Total!!Married-couple families!!Families"
"S1702_C03_002E","Estimate!!Total!!Married-couple families!!Families!!With related children of householder under 18 years"
"S1702_C03_002M","Margin of Error!!Total!!Married-couple families!!Families!!With related children of householder under 18 years"
"S1702_C03_003E","Estimate!!Total!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C03_003M","Margin of Error!!Total!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C03_004E","Estimate!!Total!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C03_004M","Margin of Error!!Total!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C03_005E","Estimate!!Total!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17  years"
"S1702_C03_005M","Margin of Error!!Total!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17  years"
"S1702_C03_006E","Estimate!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C03_006M","Margin of Error!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C03_007E","Estimate!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C03_007M","Margin of Error!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C03_008E","Estimate!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C03_008M","Margin of Error!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C03_009E","Estimate!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C03_009M","Margin of Error!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C03_010E","Estimate!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C03_010M","Margin of Error!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C03_011E","Estimate!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C03_011M","Margin of Error!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C03_012E","Estimate!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C03_012M","Margin of Error!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C03_013E","Estimate!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C03_013M","Margin of Error!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C03_014E","Estimate!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C03_014M","Margin of Error!!Total!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C03_015E","Estimate!!Total!!Married-couple families!!Families!!Householder worked"
"S1702_C03_015M","Margin of Error!!Total!!Married-couple families!!Families!!Householder worked"
"S1702_C03_016E","Estimate!!Total!!Married-couple families!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C03_016M","Margin of Error!!Total!!Married-couple families!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C03_017E","Estimate!!Total!!Married-couple families!!Families!!Householder 65 years and over"
"S1702_C03_017M","Margin of Error!!Total!!Married-couple families!!Families!!Householder 65 years and over"
"S1702_C03_018E","Estimate!!Total!!Married-couple families!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C03_018M","Margin of Error!!Total!!Married-couple families!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C03_019E","Estimate!!Total!!Married-couple families!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C03_019M","Margin of Error!!Total!!Married-couple families!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C03_020E","Estimate!!Total!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C03_020M","Margin of Error!!Total!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C03_021E","Estimate!!Total!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C03_021M","Margin of Error!!Total!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C03_022E","Estimate!!Total!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C03_022M","Margin of Error!!Total!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C03_023E","Estimate!!Total!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C03_023M","Margin of Error!!Total!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C03_024E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C03_024M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C03_025E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C03_025M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C03_026E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C03_026M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C03_027E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C03_027M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C03_028E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C03_028M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C03_029E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C03_029M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C03_030E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C03_030M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C03_031E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C03_031M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C03_032E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C03_032M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C03_033E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C03_033M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C03_034E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C03_034M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C03_035E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C03_035M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C03_036E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C03_036M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C03_037E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C03_037M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C03_038E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C03_038M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C03_039E","Estimate!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C03_039M","Margin of Error!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C03_040E","Estimate!!Total!!Married-couple families!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C03_040M","Margin of Error!!Total!!Married-couple families!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C03_041E","Estimate!!Total!!Married-couple families!!Families!!TENURE!!Owner occupied"
"S1702_C03_041M","Margin of Error!!Total!!Married-couple families!!Families!!TENURE!!Owner occupied"
"S1702_C03_042E","Estimate!!Total!!Married-couple families!!Families!!TENURE!!Renter Occupied"
"S1702_C03_042M","Margin of Error!!Total!!Married-couple families!!Families!!TENURE!!Renter Occupied"
"S1702_C03_043E","Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C03_043M","Margin of Error!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C03_044E","Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C03_044M","Margin of Error!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C03_045E","Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C03_045M","Margin of Error!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C03_046E","Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C03_046M","Margin of Error!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C03_047E","Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C03_047M","Margin of Error!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C03_048E","Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C03_048M","Margin of Error!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C03_049E","Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C03_049M","Margin of Error!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C03_050E","Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C03_050M","Margin of Error!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C04_001E","Estimate!!Percent below poverty level!!Married-couple families!!Families"
"S1702_C04_001M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families"
"S1702_C04_002E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years"
"S1702_C04_002M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years"
"S1702_C04_003E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C04_003M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C04_004E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C04_004M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C04_005E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17  years"
"S1702_C04_005M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17  years"
"S1702_C04_006E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C04_006M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C04_007E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C04_007M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C04_008E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C04_008M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C04_009E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C04_009M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C04_010E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
