"GEO_ID","id"
"S1702_C04_010M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C04_011E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C04_011M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C04_012E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C04_012M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C04_013E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C04_013M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C04_014E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C04_014M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C04_015E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!Householder worked"
"S1702_C04_015M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!Householder worked"
"S1702_C04_016E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C04_016M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C04_017E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!Householder 65 years and over"
"S1702_C04_017M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!Householder 65 years and over"
"S1702_C04_018E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C04_018M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C04_019E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C04_019M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C04_020E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C04_020M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C04_021E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C04_021M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C04_022E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C04_022M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C04_023E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C04_023M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C04_024E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C04_024M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C04_025E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C04_025M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C04_026E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C04_026M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C04_027E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C04_027M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C04_028E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C04_028M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C04_029E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C04_029M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C04_030E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C04_030M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C04_031E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C04_031M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C04_032E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C04_032M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C04_033E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C04_033M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C04_034E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C04_034M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C04_035E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C04_035M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C04_036E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C04_036M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C04_037E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C04_037M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C04_038E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C04_038M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C04_039E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C04_039M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C04_040E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C04_040M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C04_041E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!TENURE!!Owner occupied"
"S1702_C04_041M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!TENURE!!Owner occupied"
"S1702_C04_042E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!TENURE!!Renter Occupied"
"S1702_C04_042M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!TENURE!!Renter Occupied"
"S1702_C04_043E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C04_043M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C04_044E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C04_044M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C04_045E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C04_045M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C04_046E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C04_046M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C04_047E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C04_047M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C04_048E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C04_048M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C04_049E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C04_049M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C04_050E","Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C04_050M","Margin of Error!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C05_001E","Estimate!!Total!!Female householder, no spouse present!!Families"
"S1702_C05_001M","Margin of Error!!Total!!Female householder, no spouse present!!Families"
"S1702_C05_002E","Estimate!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years"
"S1702_C05_002M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years"
"S1702_C05_003E","Estimate!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C05_003M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C05_004E","Estimate!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C05_004M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C05_005E","Estimate!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17  years"
"S1702_C05_005M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17  years"
"S1702_C05_006E","Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C05_006M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C05_007E","Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C05_007M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C05_008E","Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C05_008M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C05_009E","Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C05_009M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C05_010E","Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C05_010M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C05_011E","Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C05_011M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C05_012E","Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C05_012M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C05_013E","Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C05_013M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C05_014E","Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C05_014M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C05_015E","Estimate!!Total!!Female householder, no spouse present!!Families!!Householder worked"
"S1702_C05_015M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!Householder worked"
"S1702_C05_016E","Estimate!!Total!!Female householder, no spouse present!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C05_016M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C05_017E","Estimate!!Total!!Female householder, no spouse present!!Families!!Householder 65 years and over"
"S1702_C05_017M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!Householder 65 years and over"
"S1702_C05_018E","Estimate!!Total!!Female householder, no spouse present!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C05_018M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C05_019E","Estimate!!Total!!Female householder, no spouse present!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C05_019M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C05_020E","Estimate!!Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C05_020M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C05_021E","Estimate!!Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C05_021M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C05_022E","Estimate!!Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C05_022M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C05_023E","Estimate!!Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C05_023M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C05_024E","Estimate!!Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C05_024M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C05_025E","Estimate!!Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C05_025M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C05_026E","Estimate!!Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C05_026M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C05_027E","Estimate!!Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C05_027M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C05_028E","Estimate!!Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C05_028M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C05_029E","Estimate!!Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C05_029M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C05_030E","Estimate!!Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C05_030M","Margin of Error!!Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C05_031E","Estimate!!Total!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
